"","X","id","name","screen_name","location","description","url","protected","followers_count","friends_count","listed_count","created_at","favourites_count","utc_offset","time_zone","geo_enabled","verified","statuses_count","student1","student2","correct1","correct2","suggestion1","suggestion2","X.1","forecastdate","state","district","special","candidate","party","incumbent","model","win.AF8.probability","voteshare","p10.AF8.voteshare","p90.AF8.voteshare","screename","screenname","realname","realname2","dup","dup2"
"517",926,"295781948","Christine Brown","rosecolored6","Las Vegas","I am so blessed and living a complete, wonderful life. Namaste. Live and let live. Perfection is the enemy of progress. brownfamilybooking@gmail.com","https://t.co/zUQgaWpV4X",FALSE,139311,102,375,"Mon May 09 17:13:10 +0000 2011",127,NA,NA,TRUE,TRUE,2534,"twaedt","mgrunwal",FALSE,NA,"ChristineForWA",NA,991,"2018+AC0-08+AC0-01","WA",4,NA,"Christine Brown","D",FALSE,"classic","0,0058","38,34","32,81","43,85",NA,"rosecolored6","ChristineForWA","ChristineForWA",FALSE,FALSE
"523",837,"80612021","Sheila Jackson Lee","JacksonLeeTX18","Houston, TX","Official Twitter account for Congresswoman Sheila Jackson Lee, Representing Texas' 18th Congressional District in the U.S. House of Representatives.","https://t.co/5K4lQ3yBcP",FALSE,61030,2410,1570,"Wed Oct 07 16:13:13 +0000 2009",8272,NA,NA,TRUE,TRUE,5962,"twaedt","mkitagak",TRUE,NA,NA,NA,896,"2018+AC0-08+AC0-01","TX",18,NA,"Sheila Jackson Lee","D",TRUE,"classic","1","74,94","69,06","80,73",NA,"JacksonLeeTX18",NA,"JacksonLeeTX18",FALSE,FALSE
"524",79,"771152516","Ro Khanna","RoKhanna","Silicon Valley, CA","Bridging national divide w/ a 21st century economic vision for new jobs & more pay in places left behind. No PAC $$. Pro-growth progressive. Obama Commerce alum","https://t.co/V5WcBNpxZj",FALSE,56434,5328,774,"Tue Aug 21 09:10:20 +0000 2012",4018,NA,NA,TRUE,TRUE,10528,"twaedt","chrifisc",TRUE,NA,NA,NA,80,"2018+AC0-08+AC0-01","CA",17,NA,"Ro Khanna","D",TRUE,"classic","1","79,18","73,24","85,09",NA,"RoKhanna",NA,"RoKhanna",FALSE,FALSE
"525",384,"2293131060","Katherine Clark","RepKClark","","Proudly representing the people of the 5th District of Massachusetts.","http://t.co/qWMKEO845O",FALSE,56335,1110,1017,"Wed Jan 15 18:53:47 +0000 2014",466,NA,NA,TRUE,TRUE,4346,"twaedt","jhahm",TRUE,NA,NA,NA,402,"2018+AC0-08+AC0-01","MA",5,NA,"Katherine Clark","D",TRUE,"classic","1","75,72","70,25","81,24",NA,"RepKClark",NA,"RepKClark",FALSE,FALSE
"526",788,"162069635","Steve Cohen","RepCohen","Memphis, TN and Washington, DC","CongressTN09 Memphis;Judiciary&Transportation;Civil Rights&Liberties;Impeach45; Women&Minority Issues;Med. Research;Animal Welfare;Father of TN Ed. Lottery; Dem","https://t.co/8nluo21rdt",FALSE,50182,7671,1400,"Fri Jul 02 15:10:21 +0000 2010",13368,NA,NA,TRUE,TRUE,8233,"tholmber","twaedt",NA,TRUE,NA,NA,845,"2018+AC0-08+AC0-01","TN",9,NA,"Steve Cohen","D",TRUE,"classic","1","75,91","70,11","81,67",NA,"RepCohen",NA,"RepCohen",FALSE,FALSE
"527",295,"1080509366","Bill Foster","RepBillFoster","Naperville, IL ","Congressman Bill Foster is a scientist and businessman representing the 11th Congressional District of Illinois","http://t.co/bEgQtuCKXN",FALSE,42580,1970,725,"Fri Jan 11 18:17:11 +0000 2013",161,NA,NA,FALSE,TRUE,2833,"jhahm","twaedt",NA,TRUE,NA,NA,309,"2018+AC0-08+AC0-01","IL",11,NA,"Bill Foster","D",TRUE,"classic","0,9996","67,19","61,85","72,58",NA,"RepBillFoster",NA,"RepBillFoster",FALSE,FALSE
"528",283,"56864092","Mike Quigley","RepMikeQuigley","Chicago, IL; Washington, DC","#IL05 Congressman, House Appropriator, member of Intel Committee, amateur hockey player & proud Cubs fan https://t.co/zL9fkzy188","https://t.co/6va5Z6HIQf",FALSE,38278,2184,1549,"Wed Jul 15 00:10:43 +0000 2009",262,NA,NA,TRUE,TRUE,10917,"chrifisc","twaedt",NA,TRUE,NA,NA,297,"2018+AC0-08+AC0-01","IL",5,NA,"Mike Quigley","D",TRUE,"classic","1","74,4","69,09","79,81",NA,"RepMikeQuigley",NA,"RepMikeQuigley",FALSE,FALSE
"529",41,"49217025","Ruben Gallego","RubenGallego","Phoenix, Arizona","Iraq War Veteran. USMC 0311/0341. Member of Congress for Arizona's 7th Congressional District. Proud Democrat. Hispanic, Latino","https://t.co/Tk0hSgHKZH",FALSE,34957,1841,502,"Sun Jun 21 03:26:23 +0000 2009",330,NA,NA,TRUE,TRUE,10338,"twaedt","miraschk",TRUE,NA,NA,NA,42,"2018+AC0-08+AC0-01","AZ",7,NA,"Ruben Gallego","D",TRUE,"classic","0,9999","85,94","78,53","92,63",NA,"RubenGallego",NA,"RubenGallego",FALSE,FALSE
"530",952,"234022257","Sean Duffy","RepSeanDuffy","","Devoted husband of one, proud father of eight, and the Representative for Wisconsin's Seventh District. Also at https://t.co/Y7pV5IPxzR. #GoPackGo","https://t.co/hnn6x5UWnD",FALSE,34718,2758,1077,"Tue Jan 04 17:28:01 +0000 2011",1466,NA,NA,TRUE,TRUE,6276,"twaedt","anahum",TRUE,NA,NA,NA,1017,"2018+AC0-08+AC0-01","WI",7,NA,"Sean P. Duffy","R",TRUE,"classic","0,9895","58,9","53,24","64,55",NA,"RepSeanDuffy",NA,"RepSeanDuffy",FALSE,FALSE
"532",866,"168502762","US Rep E.B.Johnson","RepEBJ","Dallas, Texas","Rep. Eddie Bernice Johnson representing TX-30; Ranking Member of the House Committee on Science, Space and Technology; 1st Registered Nurse in Congress","http://t.co/bIJXUYo21y",FALSE,30757,2117,1110,"Mon Jul 19 14:25:48 +0000 2010",1471,NA,NA,TRUE,TRUE,8337,"twaedt","aevershe",TRUE,NA,NA,NA,928,"2018+AC0-08+AC0-01","TX",30,NA,"Eddie Bernice Johnson","D",TRUE,"classic","0,9999","87,77","80,78","94,01",NA,"RepEBJ",NA,"RepEBJ",FALSE,FALSE
"533",285,"20015903","Peter Roskam","PeterRoskam","Wheaton, IL","Husband, father, and U.S. Representative for the 6th District of Illinois. I serve as @WaysandMeansGOP Health Subcommittee Chairman in the 115th Congress.","https://t.co/unPLMvjnQW",FALSE,29705,4511,1502,"Wed Feb 04 00:11:56 +0000 2009",705,NA,NA,TRUE,TRUE,7076,"twaedt","tholmber",TRUE,NA,NA,NA,299,"2018+AC0-08+AC0-01","IL",6,NA,"Peter J. Roskam","R",TRUE,"classic","0,7476","52,53","47,62","57,38",NA,"PeterRoskam",NA,"PeterRoskam",FALSE,FALSE
"535",856,"15751083","Michael Burgess, MD","michaelcburgess","Washington, DC/Lake Dallas, TX","Congressman for Texas' 26th District, M.D. (Ob/Gyn) in my former life","http://t.co/qj3aLBJUa9",FALSE,27234,1916,1446,"Wed Aug 06 15:25:19 +0000 2008",118,NA,NA,TRUE,TRUE,5282,"twaedt","chrifisc",TRUE,NA,NA,NA,917,"2018+AC0-08+AC0-01","TX",26,NA,"Michael Burgess","R",TRUE,"classic","0,9991","63,47","57,84","69,09",NA,"michaelcburgess",NA,"michaelcburgess",FALSE,FALSE
"538",327,"234812598","Larry Bucshon, MD","RepLarryBucshon","Indiana's 8th District","Congressman representing Hoosiers from #IN08. Doctor. Member of @HouseCommerce. https://t.co/4eq38gWLlg","https://t.co/wPeLTvPae3",FALSE,19183,1972,870,"Thu Jan 06 16:45:56 +0000 2011",684,NA,NA,TRUE,TRUE,5251,"mykang","twaedt",NA,TRUE,NA,NA,341,"2018+AC0-08+AC0-01","IN",8,NA,"Larry Bucshon","R",TRUE,"classic","0,9912","60,48","55,14","65,84",NA,"RepLarryBucshon",NA,"RepLarryBucshon",FALSE,FALSE
"539",244,"234797704","Rep. Austin Scott","AustinScottGA08","Tifton, GA","I am proud to represent the 8th Congressional District of Georgia. | Committees: @HASCRepublicans and @HouseAgNews | Also at https://t.co/gEh48fmc4Q.","http://t.co/GQwXIhub9a",FALSE,18659,422,810,"Thu Jan 06 16:01:46 +0000 2011",32,NA,NA,TRUE,TRUE,2662,"alklein","twaedt",NA,TRUE,NA,NA,253,"2018+AC0-08+AC0-01","GA",8,NA,"Austin Scott","R",TRUE,"classic","1","100","100","100",NA,"AustinScottGA08",NA,"AustinScottGA08",FALSE,FALSE
"541",485,"1444015610","U.S. Rep. Billy Long","USRepLong","","Representing Missouriï¾’s 7th District in the United States Congress Member of the House Energy and Commerce Committee","https://t.co/uG5DCdtUfQ",FALSE,17888,4391,564,"Mon May 20 15:02:21 +0000 2013",238,NA,NA,FALSE,TRUE,6558,"mgrunwal","twaedt",NA,TRUE,NA,NA,515,"2018+AC0-08+AC0-01","MO",7,NA,"Billy Long","R",TRUE,"classic","0,9999","67,11","61,67","72,52",NA,"USRepLong",NA,"USRepLong",FALSE,FALSE
"564",247,"2975091705","Rep. Jody Hice","CongressmanHice","Greensboro, GA; Washington, DC","I'm honored to serve Georgia's 10th Congressional District.","https://t.co/apR1dqYCIk",FALSE,17280,774,472,"Mon Jan 12 18:48:35 +0000 2015",834,NA,NA,FALSE,TRUE,2320,"aevershe","twaedt",NA,TRUE,NA,NA,256,"2018+AC0-08+AC0-01","GA",10,NA,"Jody Hice","R",TRUE,"classic","0,9999","67,17","62,11","72,21",NA,"CongressmanHice",NA,"CongressmanHice",FALSE,FALSE
"565",562,"613725908","Rep. Leonard Lance","RepLanceNJ7","","Official Twitter Account for Congressman Leonard Lance.  Proudly Representing New Jersey's 7th Congressional District.  http://t.co/uudCjpcv9f","http://t.co/nARbDjLrTt",FALSE,16630,311,684,"Wed Jun 20 20:19:40 +0000 2012",213,NA,NA,TRUE,TRUE,1873,"twaedt","mkitagak",TRUE,NA,NA,NA,600,"2018+AC0-08+AC0-01","NJ",7,NA,"Leonard Lance","R",TRUE,"classic","0,3612","47,31","42,05","52,44",NA,"RepLanceNJ7",NA,"RepLanceNJ7",FALSE,FALSE
"566",243,"8,81E+17","Carolyn Bourdeaux","Carolyn4GA7","Suwanee, GA","Mom, wife, professor @aysps, former Georgia Senate budget director, Democratic nominee for Georgia's 7th Congressional district. Vote Nov. 6 #FlipThe7th","https://t.co/koRHtT20cg",FALSE,16530,608,154,"Sat Jul 01 18:47:38 +0000 2017",536,NA,NA,FALSE,TRUE,1120,"anahum","twaedt",NA,TRUE,NA,NA,252,"2018+AC0-08+AC0-01","GA",7,NA,"Carolyn Bourdeaux","D",FALSE,"classic","305","47,96","42,83","53,13",NA,"Carolyn4GA7",NA,"Carolyn4GA7",FALSE,FALSE
"567",764,"1058345042","Congressman Tom Rice","RepTomRice","","Former CPA and tax lawyer. Proudly representing South Carolina's 7th Congressional District. Find me on FB at https://t.co/1YXogZ4l3N.","http://t.co/S6o0ATa6",FALSE,15219,414,544,"Thu Jan 03 17:35:05 +0000 2013",28,NA,NA,FALSE,TRUE,1567,"twaedt","jhahm",TRUE,NA,NA,NA,817,"2018+AC0-08+AC0-01","SC",7,NA,"Tom Rice","R",TRUE,"classic","0,9868","59,67","54,4","64,92",NA,"RepTomRice",NA,"RepTomRice",FALSE,FALSE
"568",228,"7,38E+17","Donna E. Shalala","DonnaShalala","","Democratic candidate for Congress #FL27 Former Prez of @Univmiami <U+0001F64C><U+0001F3FC>, Sec. of @HHSgov, & @PeaceCorps volunteer","https://t.co/sT8Rtc5Iuw",FALSE,14831,319,151,"Tue May 31 18:58:08 +0000 2016",387,NA,NA,TRUE,TRUE,1094,"twaedt","anahum",TRUE,NA,NA,NA,237,"2018+AC0-08+AC0-01","FL",27,NA,"Donna Shalala","D",FALSE,"classic","0,9745","57,53","51,53","63,46",NA,"DonnaShalala",NA,"DonnaShalala",FALSE,FALSE
"569",371,"2962891515","Rep. Ralph Abraham","RepAbraham","","Proudly representing Louisiana's 5th District. Rural family physician, veteran, farmer, pilot, former veterinarian, husband, father & grandfather.",NA,FALSE,14394,107,377,"Mon Jan 05 23:01:54 +0000 2015",115,NA,NA,FALSE,TRUE,750,"twaedt","aevershe",TRUE,NA,NA,NA,388,"2018+AC0-08+AC0-01","LA",5,NA,"Ralph Abraham","R",TRUE,"classic","0,9994","63,18","57,6","68,66",NA,"RepAbraham",NA,"RepAbraham",FALSE,FALSE
"570",206,"1880674038","US Rep Kathy Castor","USRepKCastor","","Tampa Bay's Congresswoman <U+0001F1FA><U+0001F1F8>","https://t.co/H9etkVz65v",FALSE,14320,3652,654,"Wed Sep 18 20:03:57 +0000 2013",1916,NA,NA,TRUE,TRUE,4911,"twaedt","miraschk",TRUE,NA,NA,NA,214,"2018+AC0-08+AC0-01","FL",14,NA,"Kathy Castor","D",TRUE,"classic","1","100","100","100",NA,"USRepKCastor",NA,"USRepKCastor",FALSE,FALSE
"572",135,"617266600","Katie Porter","katieporteroc","Irvine, CA","Irvine mom & Consumer Protection Attorney. #CA45 Democratic Nominee fighting for Orange County Families

#FlipThe45th
#PorterSupporter
IG: KatiePorterOC","https://t.co/cKXH3YzHer",FALSE,13206,320,229,"Sun Jun 24 16:29:31 +0000 2012",1698,NA,NA,TRUE,TRUE,2126,"tholmber","twaedt",NA,TRUE,NA,NA,136,"2018+AC0-08+AC0-01","CA",45,NA,"Katie Porter","D",FALSE,"classic","0,6051","51,04","46,03","56,1",NA,"katieporteroc",NA,"katieporteroc",FALSE,FALSE
"573",482,"29766367","Rep. Sam Graves","RepSamGraves","","Proudly representing Missouri's Sixth Congressional District","http://t.co/BZ1mlWEGMh",FALSE,12461,1114,785,"Wed Apr 08 17:20:43 +0000 2009",419,NA,NA,FALSE,TRUE,7368,"tholmber","twaedt",NA,TRUE,NA,NA,512,"2018+AC0-08+AC0-01","MO",6,NA,"Sam Graves","R",TRUE,"classic","0,9995","63,8","58,25","69,24",NA,"RepSamGraves",NA,"RepSamGraves",FALSE,FALSE
"574",561,"8,11E+17","Tom Malinowski","Malinowski","Rocky Hill, NJ","Diplomat, father, former Assistant Secretary of State for Democracy, Human Rights and Labor, candidate for Congress in New Jersey's 7th district.","https://t.co/dx5AWZRxrn",FALSE,12440,347,240,"Tue Dec 20 15:58:49 +0000 2016",805,NA,NA,FALSE,TRUE,1412,"twaedt","aevershe",TRUE,NA,NA,NA,599,"2018+AC0-08+AC0-01","NJ",7,NA,"Tom Malinowski","D",FALSE,"classic","0,6388","49,98","44,84","55,22",NA,"Malinowski",NA,"Malinowski",FALSE,FALSE
"575",614,"182217410","Adriano Espaillat","EspaillatNY","New York, NY","Congressman for #NY13. Follow me in DC at @RepEspaillat or in Spanish at @Sen_A_Espaillat.",NA,FALSE,11442,930,365,"Tue Aug 24 02:58:47 +0000 2010",156,NA,NA,TRUE,TRUE,3872,"twaedt","jhahm",TRUE,NA,NA,NA,662,"2018+AC0-08+AC0-01","NY",13,NA,"Adriano Espaillat","D",TRUE,"classic","1","92,08","88,37","95,76",NA,"EspaillatNY",NA,"EspaillatNY",FALSE,FALSE
"576",488,"1110153360","Jason Smith","JasonSmith014","","Car enthusiast. Movie fanatic. Always trying to live life to the fullest!!! Washington Wizards #14",NA,FALSE,11167,291,258,"Mon Jan 21 22:06:01 +0000 2013",2255,NA,NA,FALSE,TRUE,1530,"twaedt","tholmber",FALSE,NA,"RepJasonSmith",NA,518,"2018+AC0-08+AC0-01","MO",8,NA,"Jason Smith","R",TRUE,"classic","0,9998","68,44","62,49","74,34",NA,"JasonSmith014","RepJasonSmith","RepJasonSmith",FALSE,FALSE
"577",892,"48255275","Ben McAdams","BenMcAdams","Salt Lake City, UT","Salt Lake County Mayor and candidate for U.S. Congress. Learn more and donate at https://t.co/DsePrLnXBp.","https://t.co/UINgwPUnjL",FALSE,11158,3168,266,"Thu Jun 18 05:15:10 +0000 2009",2948,NA,NA,FALSE,TRUE,1495,"mykang","twaedt",NA,TRUE,NA,NA,956,"2018+AC0-08+AC0-01","UT",4,NA,"Ben McAdams","D",FALSE,"classic","0,2221","47,04","42,14","52,03",NA,"BenMcAdams",NA,"BenMcAdams",FALSE,FALSE
"578",783,"93412074","Mark E. Green MD","DrMarkGreen4TN","Clarksville, Tennessee","Husband, Father, Former US Army Special Ops, Flight Surgeon, CEO. Conservative Republican for Congress (TN-7). Paid for by Mark Green for Congress.","https://t.co/LKiqlk8eTU",FALSE,9908,6866,215,"Sun Nov 29 14:42:35 +0000 2009",445,NA,NA,FALSE,TRUE,1242,"twaedt","mykang",TRUE,NA,NA,NA,839,"2018+AC0-08+AC0-01","TN",7,NA,"Mark E. Green","R",FALSE,"classic","0,9996","64,98","59,25","70,63",NA,"DrMarkGreen4TN",NA,"DrMarkGreen4TN",FALSE,FALSE
"579",30,"272004287","Ann Kirkpatrick","Ann_Kirkpatrick","Tucson, AZ","Proud lifelong Arizonan, former prosecutor & congresswoman, independent voice for working Arizona families, mother, & candidate for Congress in #AZ02. Join me!","https://t.co/yWqhszzDQj",FALSE,9016,1198,371,"Fri Mar 25 16:32:15 +0000 2011",278,NA,NA,TRUE,TRUE,722,"mykang","twaedt",NA,TRUE,NA,NA,31,"2018+AC0-08+AC0-01","AZ",2,NA,"Ann Kirkpatrick","D",FALSE,"classic","0,9159","55,55","50,42","60,74",NA,"Ann_Kirkpatrick",NA,"Ann_Kirkpatrick",FALSE,FALSE
"580",844,"606517190","Joseph Kopser","JosephKopser","Austin, TX","Father of 3 daughters | 20-yr Army Vet | @TheBunkerLabs | @Kopser4Congress #TX21 | @TrumanProject | Co-Author of the book @Catalyst_by_GLG by @TeamGrayline","https://t.co/vrMrf6JyjY",FALSE,7518,190,356,"Tue Jun 12 18:11:34 +0000 2012",16762,NA,NA,TRUE,TRUE,15001,"jhahm","twaedt",NA,TRUE,NA,NA,904,"2018+AC0-08+AC0-01","TX",21,NA,"Joseph Kopser","D",FALSE,"classic","0,1712","43,22","37,51","48,87",NA,"JosephKopser",NA,"JosephKopser",FALSE,FALSE
"581",462,"72431423","Tom Emmer","tomemmer","Delano, MN","Official campaign account for Congressman Tom Emmer (MN-6), working to balance the budget and rein in government spending.","https://t.co/I2UmtpYoQ0",FALSE,6796,1672,308,"Tue Sep 08 00:54:53 +0000 2009",362,NA,NA,TRUE,TRUE,2754,"mgrunwal","twaedt",NA,TRUE,NA,NA,490,"2018+AC0-08+AC0-01","MN",6,NA,"Tom Emmer","R",TRUE,"classic","998","63,09","57,86","68,29",NA,"tomemmer",NA,"tomemmer",FALSE,FALSE
"582",85,"7,97E+17","Rep. Jimmy Panetta","RepJimmyPanetta","","I'm honored to serve as the Congressman for California's Central Coast (CA-20) in the U.S. House of Representatives.","https://t.co/pkIZ0TkZyY",FALSE,6745,448,332,"Thu Nov 10 15:29:45 +0000 2016",671,NA,NA,TRUE,TRUE,1534,"alklein","twaedt",NA,TRUE,NA,NA,86,"2018+AC0-08+AC0-01","CA",20,NA,"Jimmy Panetta","D",TRUE,"classic","0,9989","76,41","68,03","84,36",NA,"RepJimmyPanetta",NA,"RepJimmyPanetta",FALSE,FALSE
"583",65,"438665212","Josh Harder","joshua_harder","Turlock, CA","Turlock Native. Teacher at Modesto Junior College. Businessman. Democratic candidate for Congress in CA-10","https://t.co/Tu6icMnPKL",FALSE,6000,214,190,"Fri Dec 16 21:32:56 +0000 2011",799,NA,NA,TRUE,TRUE,758,"jhahm","twaedt",NA,TRUE,NA,NA,66,"2018+AC0-08+AC0-01","CA",10,NA,"Josh Harder","D",FALSE,"classic","0,7054","52,04","47,07","57,11",NA,"joshua_harder",NA,"joshua_harder",FALSE,FALSE
"584",8,"9,55E+17","Mallory Hagan","HaganforHouse","Alabama, USA","Candidate for AL's 3rd congressional district because Iï¾’m tired of Alabama being a political embarrassment. #HaganforHouse","https://t.co/pnhfo79LeD",FALSE,5321,282,81,"Sun Jan 21 23:36:42 +0000 2018",3617,NA,NA,FALSE,TRUE,2403,"twaedt","alklein",TRUE,NA,NA,NA,9,"2018+AC0-08+AC0-01","AL",3,NA,"Mallory Hagan","D",FALSE,"classic","0,0028","37,73","32,58","42,86",NA,"HaganforHouse",NA,"HaganforHouse",FALSE,FALSE
"587",394,"2321020927","Jesse Colvin","Colvin4Congress","Maryland","Father. Husband. Army Ranger. 4th-gen Marylander. Business Leader. Candidate for MD-01.","https://t.co/SkaiCUsXp3",FALSE,4700,394,56,"Fri Jan 31 16:07:21 +0000 2014",132,NA,NA,TRUE,TRUE,889,"anahum","twaedt",NA,TRUE,NA,NA,412,"2018+AC0-08+AC0-01","MD",1,NA,"Jesse Colvin","D",FALSE,"classic","0,0102","37,84","32,09","43,55",NA,"Colvin4Congress",NA,"Colvin4Congress",FALSE,FALSE
"588",214,"37027428","Lauren Baer","laurenbaer","Palm Beach Gardens, FL","Running for Congress in Florida's 18th District. Attorney and foreign policy expert. Wife of Emily. Mom of Serena and Biscuit.","https://t.co/SsqvGjB9B3",FALSE,4506,1690,114,"Fri May 01 20:05:20 +0000 2009",674,NA,NA,TRUE,TRUE,1559,"twaedt","aevershe",TRUE,NA,NA,NA,222,"2018+AC0-08+AC0-01","FL",18,NA,"Lauren Baer","D",FALSE,"classic","0,0993","44,76","39,61","49,98",NA,"laurenbaer",NA,"laurenbaer",FALSE,FALSE
"590",114,"7,20E+17","Kenneth Mejia","25forcongress","Los Angeles, CA","Trying to change the world! First Green in Los Angeles #CA34 to advance to the General Election. Vote November 6, 2018! #GreenParty #GoGreen! <U+0001F49A><U+270A><U+0001F3FD><U+0001F49A>","https://t.co/6wW9ZqdPPy",FALSE,4268,34,102,"Wed Apr 13 15:02:27 +0000 2016",904,NA,NA,TRUE,TRUE,3074,"miraschk","twaedt",NA,TRUE,NA,NA,115,"2018+AC0-08+AC0-01","CA",34,NA,"Kenneth Mejia","G",FALSE,"classic","0,0003","18,64","11,11","26,73",NA,"25forcongress",NA,"25forcongress",FALSE,FALSE
"595",47,"19808819","Doug LaMalfa","DougLaMalfa","North California","Republican US Rep, CA-1st District and rice farmer in NorCal","http://t.co/DpjSlUuF",FALSE,3920,2857,223,"Sat Jan 31 07:48:50 +0000 2009",6418,NA,NA,FALSE,TRUE,4569,"anahum","twaedt",NA,TRUE,NA,NA,48,"2018+AC0-08+AC0-01","CA",1,NA,"Doug LaMalfa","R",TRUE,"classic","0,8189","53,87","48,38","59,39",NA,"DougLaMalfa",NA,"DougLaMalfa",FALSE,FALSE
"597",551,"1122821040","Seth Grossman","Grossman4NJ","Atlantic City, NJ","Republican Nominee for Congress #NJ02, Attorney since 1975. Atlantic City Council/Freeholder 1986-91. https://t.co/U9bEbrXaYz since 2003.","https://t.co/yOEhkXxitI",FALSE,3670,299,32,"Sat Jan 26 18:41:48 +0000 2013",67,NA,NA,TRUE,TRUE,1963,"miraschk","twaedt",NA,TRUE,NA,NA,586,"2018+AC0-08+AC0-01","NJ",2,NA,"Seth Grossman","R",FALSE,"classic","0,1048","42,77","37,16","48,31",NA,"Grossman4NJ",NA,"Grossman4NJ",FALSE,FALSE
"598",178,"4049197462","Lisa Blunt Rochester","LisaBRochester","Delaware, USA","Democrat serving DE in Congress - Raised in Wilmington - Former Delaware Secretary of Labor - @Padua_Academy, @FDUalumni, & @UDelaware alum - Proud mother of 2","https://t.co/I2eCcgTA2L",FALSE,3551,709,151,"Mon Oct 26 22:17:18 +0000 2015",250,NA,NA,TRUE,TRUE,295,"mykang","twaedt",NA,TRUE,NA,NA,185,"2018+AC0-08+AC0-01","DE",1,NA,"Lisa Blunt Rochester","D",TRUE,"classic","0,99","60,75","55,19","66,26",NA,"LisaBRochester",NA,"LisaBRochester",FALSE,FALSE
"599",828,"8,19E+17","Rep. Vicente Gonzalez","RepGonzalez","","Proudly representing the 15th District of Texas in U.S. Congress   #TX15GettingItRight","https://t.co/SR7eieBdVD",FALSE,3293,200,160,"Mon Jan 09 19:13:21 +0000 2017",74,NA,NA,FALSE,TRUE,826,"twaedt","mkitagak",TRUE,NA,NA,NA,887,"2018+AC0-08+AC0-01","TX",15,NA,"Vicente Gonzalez","D",TRUE,"classic","0,9991","64,7","58,85","70,52",NA,"RepGonzalez",NA,"RepGonzalez",FALSE,FALSE
"600",433,"8,87E+17","Matt Longjohn","MattLongjohn","","Iï¾’m running for Congress in Michigan's 6th District to improve the health and quality of life for everyone in Southwest Michigan.","https://t.co/x2VJP9Ilck",FALSE,3206,4414,51,"Tue Jul 18 13:18:55 +0000 2017",27,NA,NA,FALSE,TRUE,340,"twaedt","jhahm",TRUE,NA,NA,NA,455,"2018+AC0-08+AC0-01","MI",6,NA,"Matt Longjohn","D",FALSE,"classic","0,1637","44,48","38,94","50,03",NA,"MattLongjohn",NA,"MattLongjohn",FALSE,FALSE
"601",225,"8,90E+17","Mary Barzee Flores","MBFforCongress","Miami, FL","Lifelong Miamian. Former judge, public defender. Democrat for Congress in #FL25","https://t.co/1P5a7zV93m",FALSE,2918,324,86,"Tue Jul 25 16:25:57 +0000 2017",346,NA,NA,FALSE,TRUE,513,"chrifisc","twaedt",NA,TRUE,NA,NA,234,"2018+AC0-08+AC0-01","FL",25,NA,"Mary Barzee Flores","D",FALSE,"classic","0,2991","47,77","42,27","53,22",NA,"MBFforCongress",NA,"MBFforCongress",FALSE,FALSE
"602",753,"788200771","Mary For Congress","MaryGeren","Anderson, SC","Mama, Educator, Candidate for U.S. Congress SC District 3","https://t.co/vZMrIDmyKn",FALSE,2603,354,65,"Wed Aug 29 00:48:36 +0000 2012",2638,NA,NA,TRUE,TRUE,2023,"mkitagak","twaedt",NA,TRUE,NA,NA,806,"2018+AC0-08+AC0-01","SC",3,NA,"Mary Geren","D",FALSE,"classic","0,0017","34,91","29,35","40,42",NA,"MaryGeren",NA,"MaryGeren",FALSE,FALSE
"604",839,"3609064098","Jodey Arrington","JodeyArrington","Lubbock, TX","The campaign account for Congressman Jodey Arrington. Building a better West Texas - Fighting for the future of America.","https://t.co/z4HsfqY4Ir",FALSE,2432,861,92,"Fri Sep 18 21:38:09 +0000 2015",179,NA,NA,TRUE,TRUE,534,"twaedt","mgrunwal",TRUE,NA,NA,NA,899,"2018+AC0-08+AC0-01","TX",19,NA,"Jodey Arrington","R",TRUE,"classic","1","76,07","70,74","81,38",NA,"JodeyArrington",NA,"JodeyArrington",FALSE,FALSE
"605",25,"1592481150","Bruce Westerman","WestermanAR","Hot Springs, Arkansas","Husband; Father; Forester; Razorback; Official campaign account for Bruce Westerman, representing Arkansas's Fourth District. #LessHassleMoreFreedom","https://t.co/dWx8QO6SEb",FALSE,2202,533,92,"Sun Jul 14 04:16:49 +0000 2013",21,NA,NA,TRUE,TRUE,2397,"anahum","twaedt",NA,TRUE,NA,NA,26,"2018+AC0-08+AC0-01","AR",4,NA,"Bruce Westerman","R",TRUE,"classic","0,9987","62,58","56,87","68,15",NA,"WestermanAR",NA,"WestermanAR",FALSE,FALSE
"619",860,"227458017","Eric Holguin","EricHolguinTX","Corpus Christi, TX","Family. Selena. Gov. Ann Richards. Whataburger. Texas. Public Service. Guitar. Tennis. -- Fighting for the people <U+270A><U+0001F3FC><U+270A><U+0001F3FD><U+270A><U+0001F3FF><U+0001F1FA><U+0001F1F8>","https://t.co/rW0oQSY6ex",FALSE,2046,566,57,"Thu Dec 16 21:59:57 +0000 2010",1779,NA,NA,TRUE,TRUE,914,"tholmber","twaedt",NA,TRUE,NA,NA,921,"2018+AC0-08+AC0-01","TX",27,NA,"Eric Holguin","D",FALSE,"classic","0,0049","36,14","30,36","41,9",NA,"EricHolguinTX",NA,"EricHolguinTX",FALSE,FALSE
